id,name,type,mana_cost,attack,max_hp,keywords,description
"1020199","cards.faction_4_spell_lurking_fear_name","Spell","2","","","ModifierDyingWish","cards.faction_4_spell_lurking_fear_description"
"1020200","cards.faction_4_spell_inkhorn_gaze_name","Spell","2","","","ModifierTokenCreator","cards.faction_4_spell_inkhorn_gaze_description"
"1020201","cards.faction_4_spell_sphere_of_darkness_name","Spell","2","","","ModifierStackingShadows","cards.faction_4_spell_sphere_of_darkness_description"
"1020202","cards.faction_5_spell_razor_skin_name","Spell","1","","","ModifierTokenCreator","cards.faction_5_spell_razor_skin_description"
"1020203","cards.faction_5_spell_lava_lance_name","Spell","1","","","","cards.faction_5_spell_lava_lance_description"
"1020204","cards.faction_4_spell_echoing_shriek_name","Spell","2","","","ModifierTokenCreator","cards.faction_4_spell_echoing_shriek_description"
"1020205","cards.faction_4_spell_void_steal_name","Spell","3","","","","cards.faction_4_spell_void_steal_description"
"1020206","cards.faction_5_spell_natures_confluence_name","Spell","5","","","ModifierTokenCreator","cards.faction_5_spell_natures_confluence_description"
"1020207","cards.faction_6_spell_frostburn_name","Spell","6","","","","cards.faction_6_spell_frostburn_description"
"1020208","cards.faction_6_spell_wailing_overdrive_name","Spell","4","","","","cards.faction_6_spell_wailing_overdrive_description"
"1020209","cards.faction_6_spell_vespyric_call_name","Spell","1","","","","cards.faction_6_spell_vespyric_call_description"
"1020210","Double Attack And Health","Spell","0","","","",""
"1020211","cards.faction_6_spell_lightning_blitz_name","Spell","2","","","","cards.faction_6_spell_lightning_blitz_description"
"1020212","cards.faction_6_spell_winters_wake_name","Spell","8","","","","cards.faction_6_spell_winters_wake_description"
"1020213","cards.faction_4_spell_obliterate_name","Spell","8","","","ModifierStackingShadows","cards.faction_4_spell_obliterate_description"
"1020214","cards.faction_6_spell_altered_beast_name","Spell","3","","","ModifierTokenCreator","cards.faction_6_spell_altered_beast_description"
"1020215","Hatch an egg","Spell","0","","","","Hatch an Egg."
"1020216","cards.faction_3_spell_circle_of_desiccation_name","Spell","8","","","","cards.faction_3_spell_circle_of_desiccation_description"
"1020217","cards.faction_2_spell_koan_of_horns_name","Spell","8","","","","cards.faction_2_spell_koan_of_horns_description"
"1020218","cards.faction_5_spell_thumping_wave_name","Spell","4","","","ModifierTokenCreator","cards.faction_5_spell_thumping_wave_description"
"1020219","cards.faction_5_spell_flaming_stampede_name","Spell","8","","","","cards.faction_5_spell_flaming_stampede_description"
"1020220","cards.faction_1_spell_sky_phalanx_name","Spell","8","","","","cards.faction_1_spell_sky_phalanx_description"
"1020221","Clone Self","Spell","0","","","","Clone self nearby general."
"1020222","Clone Self","Spell","0","","","","Clone self nearby general."
"1020223","Activate Battlepet","Spell","0","","","",""
"1020224","cards.neutral_riddle_name","Spell","2","","","","cards.neutral_riddle_desc"
"1020225","cards.faction_5_spell_entropic_gaze_name","Spell","2","","","","cards.faction_5_spell_entropic_gaze_desc"
"1020226","cards.faction_4_spell_aphotic_drain_name","Spell","1","","","","cards.faction_4_spell_aphotic_drain_desc"
"1020227","cards.faction_4_spell_necrotic_sphere_name","Spell","6","","","ModifierTokenCreator","cards.faction_4_spell_necrotic_sphere_desc"
"1020228","cards.faction_6_spell_concealing_shroud_name","Spell","2","","","","cards.faction_6_spell_concealing_shroud_desc"
"1020229","cards.faction_6_spell_enfeeble_name","Spell","5","","","","cards.faction_6_spell_enfeeble_desc"
"1020230","Teleport","Spell","0","","","","Move target to any unoccupied space behind an enemy."
"1020231","cards.faction_2_spell_ethereal_blades_name","Spell","2","","","","cards.faction_2_spell_ethereal_blades_desc"
"1020232","cards.faction_1_spell_trinity_oath_name","Spell","4","","","","cards.faction_1_spell_trinity_oath_desc"
"1020233","cards.faction_1_spell_draining_wave_name","Spell","1","","","","cards.faction_1_spell_draining_wave_desc"
"1020234","cards.faction_5_spell_tectonic_spikes_name","Spell","3","","","","cards.faction_5_spell_tectonic_spikes_desc"
"1020235","cards.faction_1_spell_prism_barrier_name","Spell","2","","","ModifierForcefield","cards.faction_1_spell_prism_barrier_desc"
"1020236","Teleport","Spell","0","","","","Move target to any unoccupied space in front of a General."
"1020237","cards.faction_6_spell_frigid_corona_name","Spell","2","","","ModifierStun","cards.faction_6_spell_frigid_corona_desc"
"1020238","cards.faction_4_spell_abyssal_scar_name","Spell","3","","","ModifierStackingShadows","cards.faction_4_spell_abyssal_scar_modified_description"
"1020239","cards.faction_4_spell_shadowspawn_name","Spell","3","","","","cards.faction_4_spell_shadowspawn_modified_description"
"1020240","cards.faction_2_spell_cobra_strike_name","Spell","4","","","","cards.faction_2_spell_cobra_strike_desc"
"1020241","cards.faction_2_spell_obscuring_blow_name","Spell","1","","","ModifierBackstab","cards.faction_2_spell_obscuring_blow_desc"
"1020242","cards.faction_3_spell_divine_spark_name","Spell","3","","","","cards.faction_3_spell_divine_spark_desc"
"1020243","cards.faction_4_spell_punish_name","Spell","2","","","","cards.faction_4_spell_punish_desc"
"1020244","cards.faction_3_spell_autarchs_gifts_name","Spell","6","","","","cards.faction_3_spell_autarchs_gifts_desc"
"1020245","cards.faction_5_spell_valknus_seal_name","Spell","4","","","ModifierTokenCreator","cards.faction_5_spell_valknus_seal_desc"
"1020246","cards.faction_3_spell_stone_to_spears_name","Spell","1","","","","cards.faction_3_spell_stone_to_spears_desc"
"1020247","cards.faction_1_spell_tempest_name","Spell","2","","","","cards.faction_1_spell_tempest_description"
"1020248","cards.faction_2_spell_phoenix_fire_name","Spell","2","","","","cards.faction_2_spell_phoenix_fire_description"
"1020249","cards.faction_1_spell_life_coil_name","Spell","3","","","","cards.faction_1_spell_life_coil_desc"
"1020250","cards.neutral_lesson_of_power_name","Spell","1","","","","cards.neutral_lesson_of_power_desc"
"1020251","cards.neutral_lesson_of_courage_name","Spell","1","","","","cards.neutral_lesson_of_courage_desc"
"1020252","cards.neutral_lesson_of_wisdom_name","Spell","1","","","","cards.neutral_lesson_of_wisdom_desc"
"1020253","Spawn Neutral Entity","Spell","0","","","","Spawn an entity."
"1020254","cards.faction_3_spell_blood_of_air_name","Spell","5","","","ModifierTokenCreator","cards.faction_3_spell_blood_of_air_desc"
"1020255","cards.faction_3_spell_arid_unmaking_name","Spell","1","","","ModifierSandPortal","cards.faction_3_spell_arid_unmaking_desc"
"1020256","cards.faction_2_spell_joseki_name","Spell","1","","","","cards.faction_2_spell_joseki_desc"
"1020257","cards.faction_4_spell_blood_echoes_name","Spell","3","","","","cards.faction_4_spell_blood_echoes_desc"
"1020258","cards.faction_5_spell_cascading_rebirth_name","Spell","2","","","","cards.faction_5_spell_cascading_rebirth_desc"
"1020259","cards.faction_5_spell_cascading_rebirth_name","Spell","0","","","","cards.faction_5_spell_cascading_rebirth_desc"
"1020260","Fight!","Spell","0","","","","Choose a minion to fight."
"1020261","cards.faction_6_spell_mana_deathgrip_name","Spell","2","","","","cards.faction_6_spell_mana_deathgrip_desc"
"1020262","cards.faction_3_spell_cataclysmic_fault_name","Spell","6","","","ModifierSandPortal|ModifierTokenCreator","cards.faction_3_spell_cataclysmic_fault_desc"
"1020263","Bounce Minion Spawn Entity","Spell","0","","","","Return a minion its action bar. Summon an entity on that space."
"1020264","cards.faction_4_spell_doom_name","Spell","9","","","","cards.faction_4_spell_doom_desc"
"1020265","cards.faction_3_spell_reassemble_name","Spell","2","","","","cards.faction_3_spell_reassemble_desc"
"1020266","cards.faction_6_spell_glacial_fissure_name","Spell","3","","","","cards.faction_6_spell_glacial_fissure_desc"
"1020267","cards.faction_2_spell_twilight_reiki_name","Spell","5","","","","cards.faction_2_spell_twilight_reiki_desc"
"1020268","cards.faction_5_spell_primal_ballast_name","Spell","2","","","","cards.faction_5_spell_primal_ballast_desc"
"1020269","cards.faction_4_spell_nethermeld_name","Spell","1","","","ModifierStackingShadows","cards.faction_4_spell_nethermeld_desc"
"1020270","Teleport To Shadow Creep","Spell","0","","","","Move target to any unoccupied friendly Shadow Creep."
"1020271","cards.faction_4_spell_choking_tendrils_name","Spell","2","","","ModifierStackingShadows","cards.faction_4_spell_choking_tendrils_desc"
"1020272","cards.faction_4_spell_inkling_surge_name","Spell","1","","","ModifierTokenCreator","cards.faction_4_spell_inkling_surge_desc"
"1020273","cards.faction_4_spell_shadowstalk_name","Spell","2","","","ModifierTokenCreator","cards.faction_4_spell_shadowstalk_desc"
"1020274","cards.faction_1_spell_empyreal_congregation_name","Spell","3","","","","cards.faction_1_spell_empyreal_congregation_desc"
"1020275","cards.faction_2_spell_gotatsu_name","Spell","1","","","","cards.faction_2_spell_gotatsu_desc"
"1020276","cards.faction_6_spell_luminous_charge_name","Spell","5","","","ModifierDyingWish|ModifierTokenCreator","cards.faction_6_spell_luminous_charge_desc"
"1020277","Clone Self","Spell","0","","","","Clone self into a nearby space."
"1020278","cards.neutral_boulder_hurl_name","Spell","0","","","","cards.neutral_boulder_hurl_desc"
"1020279","cards.faction_2_spell_bombard_name","Spell","5","","","ModifierRanged","cards.faction_2_spell_bombard_desc"
"1020280","cards.faction_1_spell_sanctify_name","Spell","1","","","ModifierHallowedGround","cards.faction_1_spell_sanctify_desc"
"1020281","cards.faction_1_spell_channeled_breath_name","Spell","2","","","","cards.faction_1_spell_channeled_breath_desc"
"1020282","cards.faction_1_spell_aperions_claim_name","Spell","7","","","ModifierHallowedGround","cards.faction_1_spell_aperions_claim_desc"
"1020283","cards.faction_2_spell_flicker_name","Spell","3","","","","cards.faction_2_spell_flicker_desc"
"1020284","cards.faction_4_spell_corporeal_cadence_name","Spell","5","","","","cards.faction_4_spell_corporeal_cadence_desc"
"1020285","cards.faction_1_spell_vale_ascension_name","Spell","2","","","ModifierHallowedGround","cards.faction_1_spell_vale_ascension_desc"
"1020286","cards.faction_3_spell_azure_summoning_name","Spell","1","","","ModifierFlying","cards.faction_3_spell_azure_summoning_desc"
"1020287","cards.faction_1_spell_fortified_assault_name","Spell","1","","","ModifierHallowedGround","cards.faction_1_spell_fortified_assault_desc"
"1020288","cards.faction_5_spell_vaaths_brutality_name","Spell","2","","","ModifierStun","cards.faction_5_spell_vaaths_brutality_desc"
"1020289","cards.faction_6_spell_vespyrian_might_name","Spell","5","","","","cards.faction_6_spell_vespyrian_might_desc"
"1020290","cards.faction_2_spell_firestorm_mantra_name","Spell","6","","","","cards.faction_2_spell_firestorm_mantra_desc"
"1020291","cards.faction_5_spell_endure_the_beastlands_name","Spell","3","","","ModifierPrimalTile","cards.faction_5_spell_endure_the_beastlands_desc"
"1020292","cards.faction_5_spell_evolutionary_apex_name","Spell","7","","","","cards.faction_5_spell_evolutionary_apex_desc"
"1020293","cards.faction_6_spell_flawless_reflection_name","Spell","7","","","","cards.faction_6_spell_flawless_reflection_desc"
"1020294","cards.faction_2_spell_spiral_counter_name","Spell","1","","","","cards.faction_2_spell_spiral_counter_desc"
"1020295","cards.faction_6_spell_icebreak_ambush_name","Spell","6","","","ModifierInfiltrate","cards.faction_6_spell_icebreak_ambush_desc"
"1020296","cards.faction_5_spell_verdant_fulmination_name","Spell","3","","","ModifierPrimalTile","cards.faction_5_spell_verdant_fulmination_desc"
"1020297","cards.faction_5_spell_blood_rage_name","Spell","4","","","","cards.faction_5_spell_blood_rage_desc"
"1020298","cards.faction_6_spell_blinding_snowstorm_name","Spell","4","","","","cards.faction_6_spell_blinding_snowstorm_desc"
"1020299","cards.faction_3_spell_superior_mirage_name","Spell","5","","","","cards.faction_3_spell_superior_mirage_desc"
"1020300","cards.faction_3_spell_droplift_name","Spell","1","","","","cards.faction_3_spell_droplift_desc"
"1020301","cards.faction_1_spell_conscript_name","Spell","1","","","ModifierBanding|ModifierProvoke","cards.faction_1_spell_conscript_desc"
"1020302","cards.faction_2_spell_petal_flurry_name","Spell","1","","","","cards.faction_2_spell_petal_flurry_desc"
"1020303","cards.faction_4_spell_malice_name","Spell","1","","","","cards.faction_4_spell_malice_desc"
"1020304","cards.faction_3_spell_decension_name","Spell","1","","","","cards.faction_3_spell_decension_desc"
"1020305","cards.faction_5_spell_propogate_rage_name","Spell","1","","","","cards.faction_5_spell_propogate_rage_desc"
"1020306","cards.faction_6_spell_crystallize_name","Spell","1","","","ModifierStun","cards.faction_6_spell_crystallize_desc"
"1020307","cards.faction_2_spell_murasame_name","Spell","1","","","","cards.faction_2_spell_murasame_desc"
"1020308","cards.faction_2_spell_kiyomori_name","Spell","1","","","","cards.faction_2_spell_kiyomori_desc"
"1020309","cards.faction_2_spell_tanahashi_name","Spell","1","","","","cards.faction_2_spell_tanahashi_desc"
"1020310","cards.faction_2_spell_kotetsu_name","Spell","1","","","ModifierBackstab","cards.faction_2_spell_kotetsu_desc"
"1020311","Malice","Spell","3","","","","Destroy a friendly minion to summon 4/4 Husks equal to its Attack nearby."
"1020312","cards.faction_5_spell_embryotic_insight_name","Spell","2","","","","cards.faction_5_spell_embryotic_insight_desc"
"1020313","cards.faction_3_spell_kinematic_projection_name","Spell","1","","","","cards.faction_3_spell_kinematic_projection_desc"
"1020314","cards.faction_2_spell_thunderbomb_name","Spell","3","","","","cards.faction_2_spell_thunderbomb_desc"
"1020315","Bolster","Spell","2","","","ModifierIntensify","Intensify: Give friendly minions +2 Health."
"1020316","cards.faction_1_spell_steadfast_formation_name","Spell","0","","","ModifierProvoke","cards.faction_1_spell_steadfast_formation_desc"
"1020317","cards.faction_1_spell_fealty_name","Spell","3","","","","cards.faction_1_spell_fealty_desc"
"1020318","cards.faction_1_spell_call_to_arms_name","Spell","7","","","","cards.faction_1_spell_call_to_arms_desc"
"1020319","cards.faction_5_spell_pupabomb_name","Spell","4","","","","cards.faction_5_spell_pupabomb_desc"
"1020320","cards.faction_1_spell_sunstrike_name","Spell","4","","","","cards.faction_1_spell_sunstrike_desc"
"1020321","cards.faction_4_spell_infest_name","Spell","3","","","","cards.faction_4_spell_infest_desc"
"1020322","cards.faction_3_spell_monolithic_vision_name","Spell","9","","","","cards.faction_3_spell_monolithic_vision_desc"
"1020323","cards.faction_2_spell_assassination_protocol_name","Spell","1","","","","cards.faction_2_spell_assassination_protocol_desc"
"1020324","cards.faction_6_spell_aspect_of_the_bear_name","Spell","2","","","ModifierTokenCreator","cards.faction_6_spell_aspect_of_the_bear_desc"
"1020325","cards.faction_1_spell_invincible_name","Spell","4","","","","cards.faction_1_spell_invincible_desc"
"1020326","cards.faction_2_spell_seeker_squad_name","Spell","5","","","","cards.faction_2_spell_seeker_squad_desc"
"1020327","cards.faction_2_spell_bamboozle_name","Spell","3","","","ModifierTokenCreator","cards.faction_2_spell_bamboozle_desc"
"1020328","cards.faction_2_spell_substitution_name","Spell","3","","","","cards.faction_2_spell_substitution_desc"
"1020329","cards.faction_6_spell_essence_sculpt_name","Spell","0","","","ModifierStunned","cards.faction_6_spell_essence_sculpt_desc"
"1020330","cards.faction_6_spell_wintertide_name","Spell","4","","","ModifierTokenCreator","cards.faction_6_spell_wintertide_desc"
"1020331","cards.faction_4_spell_betrayal_name","Spell","6","","","","cards.faction_4_spell_betrayal_desc"
"1020332","cards.faction_1_spell_dauntless_advance_name","Spell","2","","","","cards.faction_1_spell_dauntless_advance_desc"
"1020333","cards.faction_4_spell_deathmark_name","Spell","2","","","","cards.faction_4_spell_deathmark_desc"
"1020334","cards.faction_4_spell_vellumscry_name","Spell","4","","","","cards.faction_4_spell_vellumscry_desc"
"1020335","cards.faction_3_spell_burden_of_knowledge_name","Spell","0","","","","cards.faction_3_spell_burden_of_knowledge_desc"
"1020336","cards.faction_3_spell_equality_constraint_name","Spell","1","","","","cards.faction_3_spell_equality_constraint_desc"
"1020337","cards.faction_6_spell_shatter_name","Spell","2","","","ModifierStunned","cards.faction_6_spell_shatter_desc"
"1020338","cards.faction_5_spell_upper_hand_name","Spell","3","","","","cards.faction_5_spell_upper_hand_desc"
"1020339","cards.faction_5_spell_saurian_finality_name","Spell","8","","","ModifierStun","cards.faction_5_spell_saurian_finality_desc"
"1020340","cards.faction_4_spell_horrific_visage_name","Spell","3","","","","cards.faction_4_spell_horrific_visage_desc"
"1020341","cards.faction_2_spell_mass_flight_name","Spell","2","","","","cards.faction_2_spell_mass_flight_desc"
"1020342","cards.faction_3_spell_lost_in_the_desert_name","Spell","4","","","","cards.faction_3_spell_lost_in_the_desert_desc"
"1020343","cards.faction_6_spell_auroraboros_name","Spell","5","","","ModifierDyingWish","cards.faction_6_spell_auroraboros_desc"
"1020344","cards.faction_5_spell_homeostatic_rebuke_name","Spell","4","","","","cards.faction_5_spell_homeostatic_rebuke_desc"
"1020345","cards.neutral_forge_artifact_name","Spell","0","","","","cards.neutral_forge_artifact_desc"
"1020346","cards.faction_5_spell_effulgent_infusion_name","Spell","3","","","","cards.faction_5_spell_effulgent_infusion_desc"
"1020347","cards.faction_6_spell_crystalline_reinforcement_name","Spell","3","","","","cards.faction_6_spell_crystalline_reinforcement_desc"
"1020348","cards.faction_4_spell_abhorrent_unbirth_name","Spell","3","","","ModifierTokenCreator","cards.faction_4_spell_abhorrent_unbirth_desc"
"1020349","cards.faction_2_spell_mechaz0r_progress_name","Spell","0","","","","cards.faction_2_spell_mechaz0r_progress_desc"
"1020350","cards.faction_3_spell_neurolink_name","Spell","2","","","","cards.faction_3_spell_neurolink_desc"
"1020351","Festive Spirit","Spell","0","","","","Snowchasers are on their way with Frostfire gifts!"
"1020352","Lesser Waterball","Spell","1","","","","Deal 4 damage to an enemy minion."
"1020353","Shuffle 3 copies of a minion into your deck","Spell","0","","","",""
"1020354","Knucklestorm","Spell","1","","","ModifierIntensify","Intensify: Deal 1 damage to an enemy."
"1020355","Meditate","Spell","0","","","","Shuffle five copies of the spell you cast most recently into your deck (excluding Meditate)."
"1020356","Painful Pluck","Spell","1","","","ModifierStackingShadows|ModifierIntensify","Intensify: Turn 1 random space into Shadow Creep, prioritizing spaces under enemy minions."
"1020357","Accumulonimbus","Spell","5","","","ModifierTokenCreator|ModifierIntensify","Intensify: Summon 2 Wind Dervishes nearby your General."
"1020358","Invigoration","Spell","2","","","ModifierIntensify","Intensify: Restore 3 Health to your General."
"1020359","Ice Age","Spell","8","","","ModifierTokenCreator","Summon Blazing Spines along the outside of the battlefield."
"1020360","Divine Liturgy","Spell","6","","","","Give all friendly minions +Attack equal to their Health."
"1020361","Lifestream","Spell","1","","","","Fully heal a friendly minion, then draw a copy of it from your deck."
"1020362","Wither","Spell","3","","","","An enemy minion disappears at the start of your next turn."
"1020363","Circle of Fabrication","Spell","9","","","","Summon one of each Obelysk from your deck on random spaces."
"1020364","Spawn a minion from your deck","Spell","0","","","",""
"1020365","Second Self","Spell","2","","","","Put an EXACT copy of a friendly minion into your action bar."
"1020366","Marching Orders","Spell","2","","","ModifierBanding","Give friendly minions directly in front of and behind your General +2/+2.  If they have Zeal, they cannot be targeted by enemy spells."
"1020367","Yielding Depths","Spell","2","","","ModifierStackingShadows","If you have three or more Shadow Creep, draw 2 cards."
"1020369","Deep Impact","Spell","2","","","","Deal damage to a minion to reduce its Health to 1."
"1020370","Gargantuan Growth","Spell","4","","","","Give a minion, ""Grow: +8/+8."""
"1020371","Cryonic Potential","Spell","3","","","","Give an exhausted friendly minion +6/+6."
"1020373","Unfathomable Rite","Spell","6","","","","Draw cards from your opponent's deck to fill your action bar."
"1020374","Munch","Spell","3","","","","Steal Health from an enemy minion for each friendly Shadow Creep (but not more than its Health)."
"1020375","Wanderlust","Spell","1","","","ModifierIntensify","Intensify: Teleport 1 random enemy minion to a space on your starting side of the battlefield."
"1020376","Demonic Conversion","Spell","1","","","","Draw a minion from your opponent's deck. It gains +1/+1."
"1020377","Kensho Vortex","Spell","11","","","","Costs 1 less for each spell you cast this game. Whenever you cast a spell this turn, summon a minion that costs up to 2 more nearby your General."
"1020378","Planar Foundry","Spell","1","","","","Draw an artifact from your deck."
"1020380","Unleash the Evil","Spell","8","","","ModifierFirstBlood|ModifierFlying","Summon a copy of the minion your opponent most recently summoned from their action bar. It gains Rush and Flying."
"1020381","Synaptic Arbitrage","Spell","4","","","","Give your opponent a minion to take control of nearby enemy minions with less Attack."
"1020382","Mitotic Induction","Spell","2","","","ModifierTokenCreator","Summon an Egg of the minion most recently summoned from your action bar."
"1020383","Extinction Event","Spell","8","","","ModifierTokenCreator","Each of your Eggs hatches into a Katastrophosaurus."
"1020384","Lionize","Spell","5","","","ModifierTranscendance","Give Celerity to a friendly minion directly behind your General."
"1020385","Pandatentiary","Spell","3","","","ModifierTokenCreator","Surround the enemy General with friendly Panddo that disappear at the start of your next turn."
"1020386","Metalmeld","Spell","2","","","","Equip a friendly artifact that was destroyed this game."
"1020387","Deal 2 damage to an enemy or heal 2 to an ally","Spell","0","","","",""
"1020388","Brilliant Plume","Spell","0","","","","Restore 1 Health to your General. Draw a card."
"1020389","Phoenix Barrage","Spell","5","","","","Deal 3 damage to anything. Put a Phoenix Fire into your action bar."
"1020390","Bellow","Spell","3","","","ModifierStun","Give a friendly minion +3 Attack. Stun enemy minions around it."
"1020391","Endless Hunt","Spell","4","","","ModifierTokenCreator","Summon a 3/3 Vespyr Night Howler. Put an Endless Hunt into your action bar."
"1020392","Amaranthine Vow","Spell","9","","","ModifierProvoke","Summon around your General all friendly minions with Provoke that died this game."
"1020393","Aspect of Ego","Spell","1","","","","Transform ANY minion into a random minion of the same cost."
"1020394","Permafrost","Spell","3","","","ModifierStunned|ModifierStun","Stun an enemy minion. Stunned enemy minions Stun a nearby enemy."
"1030001","cards.faction_1_artifact_skywind_glaives_name","Artifact","3","","","ModifierDestructible","cards.faction_1_artifact_skywind_glaives_description"
"1030002","cards.faction_4_artifact_soul_grimwar_name","Artifact","3","","","ModifierDestructible|ModifierDeathWatchBuffSelf","cards.faction_4_artifact_soul_grimwar_description"
"1030004","cards.faction_1_artifact_sunstone_bracers_name","Artifact","0","","","ModifierDestructible","cards.faction_1_artifact_sunstone_bracers_description"
"1030005","cards.faction_4_artifact_horn_of_the_forsaken_name","Artifact","1","","","ModifierDestructible|ModifierTokenCreator","cards.faction_4_artifact_horn_of_the_forsaken_description"
"1030006","cards.faction_3_artifact_staff_of_ykir_name","Artifact","2","","","ModifierDestructible","cards.faction_3_artifact_staff_of_ykir_description"
"1030007","cards.faction_2_artifact_mask_of_shadows_name","Artifact","2","","","ModifierDestructible|ModifierBackstab","cards.faction_2_artifact_mask_of_shadows_description"
"1030008","cards.faction_3_artifact_wildfire_ankh_name","Artifact","3","","","ModifierDestructible|ModifierBlastAttack","cards.faction_3_artifact_wildfire_ankh_description"
"1030009","cards.faction_2_artifact_cyclone_mask_name","Artifact","3","","","ModifierDestructible|ModifierRanged","cards.faction_2_artifact_cyclone_mask_description"
"1030010","cards.faction_2_artifact_bloodrage_mask_name","Artifact","2","","","ModifierDestructible","cards.faction_2_artifact_bloodrage_mask_description"
"1030011","cards.faction_3_artifact_hexblade_name","Artifact","4","","","ModifierDestructible","cards.faction_3_artifact_hexblade_description"
"1030012","cards.faction_5_artifact_adamantite_claws_name","Artifact","4","","","ModifierDestructible","cards.faction_5_artifact_adamantite_claws_description"
"1030013","cards.faction_5_artifact_iridium_scale_name","Artifact","2","","","ModifierDestructible|ModifierFrenzy","cards.faction_5_artifact_iridium_scale_description"
"1030014","cards.faction_4_artifact_spectral_blade_name","Artifact","2","","","ModifierDestructible","cards.faction_4_artifact_spectral_blade_description"
"1030015","cards.faction_6_artifact_snowpiercer_name","Artifact","3","","","ModifierDestructible","cards.faction_6_artifact_snowpiercer_description"
"1030016","cards.faction_6_artifact_coldbiter_name","Artifact","2","","","ModifierDestructible","cards.faction_6_artifact_coldbiter_description"
"1030017","cards.faction_5_artifact_twin_fang_name","Artifact","3","","","ModifierDestructible","cards.faction_5_artifact_twin_fang_description"
"1030018","cards.faction_1_artifact_arclyte_regalia_name","Artifact","4","","","ModifierDestructible","cards.faction_1_artifact_arclyte_regalia_description"
"1030019","cards.faction_6_artifact_winterblade_name","Artifact","4","","","ModifierDestructible|ModifierStunned","cards.faction_6_artifact_winterblade_description"
"1030020","cards.faction_4_artifact_ghost_azalea_name","Artifact","4","","","ModifierDestructible|ModifierStackingShadows","cards.faction_4_artifact_ghost_azalea_description"
"1030021","cards.faction_6_artifact_white_asp_name","Artifact","4","","","ModifierDestructible|ModifierTokenCreator","cards.faction_6_artifact_white_asp_description"
"1030022","cards.faction_3_artifact_spinecleaver_name","Artifact","5","","","ModifierDestructible|ModifierTokenCreator","cards.faction_3_artifact_spinecleaver_description"
"1030023","cards.faction_2_artifact_crescent_spear_name","Artifact","1","","","ModifierDestructible","cards.faction_2_artifact_crescent_spear_description"
"1030024","cards.faction_1_artifact_dawns_eye_name","Artifact","5","","","ModifierDestructible","cards.faction_1_artifact_dawns_eye_description"
"1030025","cards.faction_5_artifact_morinkhur_name","Artifact","6","","","ModifierDestructible","cards.faction_5_artifact_morinkhur_description"
"1030026","cards.faction_1_artifact_gold_vitriol_name","Artifact","2","","","ModifierDestructible","cards.faction_1_artifact_gold_vitriol_description"
"1030027","cards.faction_2_artifact_bangle_of_blinding_strike_name","Artifact","3","","","ModifierDestructible|ModifierTranscendance","cards.faction_2_artifact_bangle_of_blinding_strike_description"
"1030028","cards.faction_5_artifact_godhammer_name","Artifact","1","","","ModifierDestructible","cards.faction_5_artifact_godhammer_description"
"1030029","cards.faction_3_artifact_thunderclap_name","Artifact","4","","","ModifierDestructible","cards.faction_3_artifact_thunderclap_description"
"1030030","cards.faction_4_artifact_the_releaser_name","Artifact","2","","","ModifierDestructible","cards.faction_4_artifact_the_releaser_description"
"1030031","cards.faction_6_artifact_iceshatter_gauntlet_name","Artifact","1","","","ModifierDestructible|ModifierStunned","cards.faction_6_artifact_iceshatter_gauntlet_description"
"1030032","cards.faction_1_artifact_halo_bulwark_name","Artifact","5","","","ModifierDestructible|ModifierForcefield","cards.faction_1_artifact_halo_bulwark_desc"
"1030033","cards.faction_2_artifact_unbounded_energy_amulet_name","Artifact","3","","","ModifierDestructible","cards.faction_2_artifact_unbounded_energy_amulet_desc"
"1030034","cards.faction_4_artifact_mindlathe_name","Artifact","3","","","ModifierDestructible","cards.faction_4_artifact_mindlathe_desc"
"1030035","cards.faction_6_artifact_the_dredger_name","Artifact","1","","","ModifierDestructible","cards.faction_6_artifact_the_dredger_desc"
"1030036","cards.faction_3_artifact_oblivion_sickle_name","Artifact","1","","","ModifierDestructible|ModifierSandPortal|ModifierTokenCreator","cards.faction_3_artifact_oblivion_sickle_description"
"1030037","cards.faction_5_artifact_eternal_heart_name","Artifact","1","","","ModifierDestructible","cards.faction_5_artifact_eternal_heart_desc"
"1030038","cards.faction_2_artifact_ornate_hiogi_name","Artifact","6","","","ModifierDestructible","cards.faction_2_artifact_ornate_hiogi_desc"
"1030039","cards.faction_4_artifact_furor_chakram_name","Artifact","5","","","ModifierDestructible|ModifierFrenzy","cards.faction_4_artifact_furor_chakram_desc"
"1030040","cards.faction_6_artifact_animus_plate_name","Artifact","5","","","ModifierDestructible","cards.faction_6_artifact_animus_plate_desc"
"1030041","cards.neutral_empty_relic_name","Artifact","0","","","ModifierDestructible",""
"1030042","cards.neutral_shining_relic_name","Artifact","0","","","ModifierDestructible",""
"1030043","cards.neutral_blazing_relic_name","Artifact","0","","","ModifierDestructible",""
"1030044","cards.neutral_barren_relic_name","Artifact","0","","","ModifierDestructible",""
"1030045","cards.neutral_void_relic_name","Artifact","0","","","ModifierDestructible",""
"1030046","cards.neutral_primal_relic_name","Artifact","0","","","ModifierDestructible",""
"1030047","cards.neutral_howling_relic_name","Artifact","0","","","ModifierDestructible|ModifierTokenCreator",""
"1030048","cards.faction_1_artifact_sunbond_pavise_name","Artifact","2","","","ModifierDestructible|ModifierProvoke","cards.faction_1_artifact_sunbond_pavise_desc"
